COURSE NUMBER,COURSE TITLE,MINIMUM CREDITS,MAXIMUM CREDITS,GRADING METHOD,GEN_EDS FULFILLED,SECTION ID,INSTRUCTOR,TOTAL SEATS,OPEN SEATS,WAITLIST COUNT,LECTURE TIME,2ND LISTED LECTURE TIME,3RD LISTED LECTURE TIME,DISCUSSION TIME,2ND LISTED DISCUSSION TIME,LAB TIME,2ND LISTED LAB TIME,LECTURE ROOM,2ND LISTED LECTURE ROOM,3RD LISTED LECTURE ROOM,DISCUSSION ROOM,2ND LISTED DISCUSSION ROOM,LAB ROOM,2ND LISTED LAB ROOM,UNSPECIFIED TIME MESSAGE,HAS LECTURE,HAS 2ND LISTED LECTURE,HAS 3RD LISTED LECTURE,HAS DISCUSSION,HAS 2ND LISTED DISCUSSION,HAS LAB,HAS 2ND LISTED LAB,IS NORMAL,IS BLENDED (NORMAL AND ONLINE),IS ONLINE,SPECIAL RESTRICTION,PREREQUISITE,COREQUISITE,RESTRICTION,CREDIT ONLY GRANTED FOR,FORMERLY,RECOMMENDED,CROSS-LISTED WITH,DESCRIPTION
"GEOG385","Internship in Geography II","3","3","Reg, P-F, Aud","","0101","Keith Yearwood","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","GEOG211, GEOG306, GEOG212, and GEOG201; and must have completed a Junior (Professional) English course","","Must be in Geography program","","","","","Supervised field training to provide career experience. Introduction to professional-level activities, demands, opportunities. Placement at a public agency, nonprofit organization, or private firm. Participation requires application to the internship advisor in preceding semester."
"GEOG416","Conceptualizing and Modeling Human-Environmental Interactions","3","3","Reg, P-F, Aud","","0101","Laixiang Sun","25","0","3","W 4:00pm-6:30pm","","","","","","","TYD 1114","","","","","","","","1","0","0","0","0","0","0","1","0","0","","Permission of BSOS-Geography department","MATH130, MATH140, or MATH120; or MATH220","","","","","","Develops skills to carry out research that integrates environmental and economic aspects of sustainability by introducing extensively used quantitative tools for analyzing human-environmental interactions in the field of ecological economics. These include, e.g., index number calculations and decomposition analysis, Environmental Kuznets Curve (EKC), environmental input-output analysis and life-cycle analysis, and multi-criteria decisions aid (MCDA). Students will need laptops to run models during class."
"GEOG417","Land Cover Characterization Using Multi-Spectral Remotely Sensed Data Sets","3","3","Reg, P-F, Aud","","0101","Matthew Hansen","25","5","0","TuTh 12:30pm-1:45pm","","","","","","","LEF 1158","","","","","","","","1","0","0","0","0","0","0","1","0","0","","GEOG272 or permission of instructor","","","GEOG417 or GEOG617","","","","Students will be introduced to the image processing steps required for characterizing land cover extent and change. Key components of land cover characterization, including image interpretation, algorithm implementation, feature space selection, thematic output definition, and scripting will be discussed and implemented."
"GEOG422","Changing Geographies of Sub-Saharan Africa","3","3","Reg, P-F, Aud","","0101","Catherine Nakalembe","25","7","0","Tu 3:30pm-6:00pm","","","","","","","ESJ B0322","","","","","","","","1","0","0","0","0","0","0","1","0","0","","GEOG201","","","GEOG422 or GEOG788A","","GEOG130 or GEOG110","","Students will develop an understanding of the geographic contexts of SubSaharan Africa, including an overview of the physical, bioclimatic, historical, cultural, political, demographic, health and economic geographies of Sub-Saharan Africa. Students will fill in the map of Africa by studying the spatial distribution within each of these geographic domains. In addition to an overview of geography South of the Sahara, the Congo will be taken as a more intensive case study through additional readings, lectures and discussions."
"GEOG472","Remote Sensing: Digital Processing and Analysis","3","3","Reg, P-F, Aud","","0101","John Armston","25","4","0","TuTh 9:30am-10:45am","","","","","","","LEF 1158","","","","","","","","1","0","0","0","0","0","0","1","0","0","","GEOG272","","","","","GEOG371, GEOG306 or equivalent","","Digital image processing and analysis applied to satellite and aircraft land remote sensing data. Consideration is given to image preprocessing techniques including radiometric calibration, geometric registration as well as atmospheric correction. Analysis methods include digital image exploration, feature extraction, thematic classification, change detection, and biophysical characterization. An application-oriented course project will be completed through the self-guided computer labs."
"GEOG475","Geographic Visualization and Digital Mapping","3","3","Reg, P-F, Aud","","0101","Kathleen Stewart","24","4","0","MW 3:00pm-3:50pm","","","","","F 9:00am-10:50am","","LEF 1158","","","","","LEF 1136","","","1","0","0","0","0","1","0","1","0","0","","GEOG373 and GEOG306","","","","","","","An overview of the basic concepts and techniques that underlie digital map making and the broader field of geographic visualization for intermediate GIS users. This includes the use of color, map symbolization, map layout, and also the contribution to geographic visualization from the fields of scientific visualization, information visualization, and cognition. Fundamentals of dynamic map design and web mapping will be introduced through the use of animated and interactive maps.Students must pay a $40.00 laboratory materials fee."
"GEOG475","Geographic Visualization and Digital Mapping","3","3","Reg, P-F, Aud","","0102","Kathleen Stewart","24","2","0","MW 3:00pm-3:50pm","","","","","F 1:00pm-2:50pm","","LEF 1158","","","","","LEF 1138","","","1","0","0","0","0","1","0","1","0","0","","GEOG373 and GEOG306","","","","","","","An overview of the basic concepts and techniques that underlie digital map making and the broader field of geographic visualization for intermediate GIS users. This includes the use of color, map symbolization, map layout, and also the contribution to geographic visualization from the fields of scientific visualization, information visualization, and cognition. Fundamentals of dynamic map design and web mapping will be introduced through the use of animated and interactive maps.Students must pay a $40.00 laboratory materials fee."
"GEOG498B","Topical Investigations; Coupled Human and Natural Systems","3","3","Reg, P-F, Aud","","0101","Meredith Gore","25","9","0","TuTh 11:00am-12:15pm","","","","","","","LEF 1158","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","Explores the complex, integrated interactions between human behaviors and environmental processes through the lens of Coupled Human and Natural Systems (CHNS). This interactive course uses geographical sciences to tackle urgent global challenges, ranging from wildlife trafficking and nature crime to climate change and food security. Students will engage with world-renowned scientists and apply methodological toolkits to map the dynamics and feedbacks of socio-environmental systems across multiple scales. By profiling diversecase studies like illegal sand mining, wildlife trafficking, and pandemic impacts, will develop the critical thinking skills necessary tounderstand and forecast our interconnected world."
"GEOL100","Physical Geology","3","3","Reg, P-F, Aud","DSNL(if taken with GEOL110) or DSNS","0101","Tracey Centorbi","99","0","1","MWF 1:00pm-1:50pm","","","","","","","SYM 0200","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","GEOL100 or GEOL120","","","","A general survey of the rocks and minerals composing the earth, its surface features and the agents that form them, and the dynamic forces of plate tectonics."
"GEOL100","Physical Geology","3","3","Reg, P-F, Aud","DSNL(if taken with GEOL110) or DSNS","0201","Ricardo Arevalo","99","0","0","TuTh 2:00pm-3:15pm","","","","","","","SYM 0200","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","GEOL100 or GEOL120","","","","A general survey of the rocks and minerals composing the earth, its surface features and the agents that form them, and the dynamic forces of plate tectonics."
"GEOL104","Dinosaurs: A Natural History","3","3","Reg, P-F, Aud","DSNS","0101","Thomas Holtz","60","0","5","MWF 10:00am-10:50am","","","","","","","ANS 0408","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","","","","","Dinosaurs, their evolution, and our understanding of their fossil record. Students will examine the geologic record and the tools used by paleontologists to determine: geologic ages and ancient environments; evolutionary history and extinctions; dinosaurian biology and behavior; and their survival as birds. Mechanisms of global change ranging from plate tectonics to asteroid impact will be discussed."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0101","Tracey Centorbi","24","7","0","","","","","","Th 12:30pm-3:30pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0102","Instructor: TBA","24","0","1","","","","","","M 12:00pm-3:00pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0103","Instructor: TBA","24","1","0","","","","","","Tu 12:30pm-3:30pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0104","Instructor: TBA","24","0","2","","","","","","Tu 3:30pm-6:30pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0106","Instructor: TBA","24","0","4","","","","","","W 9:00am-12:00pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0107","Instructor: TBA","24","0","8","","","","","","W 3:00pm-6:00pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL110","Physical Geology Laboratory","1","1","Reg, P-F","","0109","Instructor: TBA","24","0","3","","","","","","Tu 9:00am-12:00pm","","","","","","","GEO 2106","","","0","0","0","0","0","1","0","1","0","0","","Must have completed or be concurrently enrolled in GEOL120 or GEOL100","","","","","","","The basic materials and tools of physical geology stressing familiarization with rocks and minerals and the use of maps in geologic interpretations.Students must pay a $50 laboratory materials fee."
"GEOL120","Environmental Geology","3","3","Reg, P-F, Aud","DSNL(if taken with GEOL110) or DSNS","0101","Tracey Centorbi","18","0","0","TuTh 12:30pm-1:45pm","","","M 3:00pm-3:50pm","","","","SYM 0200","","","SYM 0209","","","","","1","0","0","1","0","0","0","1","0","0","","","","","GEOL100 or GEOL120","","","","A review of geologic factors underlying many environmental problems and the interactions between population and physical environment: geologic hazards, land-use planning, conservation, mineral resources, waste disposal, land reclamation, and the geologic aspects of health and disease. The course is aimed at lower division students in education and liberal arts, and should be useful to any student concerned with geologic perspectives of environmental problems."
"GEOL120","Environmental Geology","3","3","Reg, P-F, Aud","DSNL(if taken with GEOL110) or DSNS","0102","Tracey Centorbi","18","0","0","TuTh 12:30pm-1:45pm","","","M 4:00pm-4:50pm","","","","SYM 0200","","","SYM 0209","","","","","1","0","0","1","0","0","0","1","0","0","","","","","GEOL100 or GEOL120","","","","A review of geologic factors underlying many environmental problems and the interactions between population and physical environment: geologic hazards, land-use planning, conservation, mineral resources, waste disposal, land reclamation, and the geologic aspects of health and disease. The course is aimed at lower division students in education and liberal arts, and should be useful to any student concerned with geologic perspectives of environmental problems."
"GEOL120","Environmental Geology","3","3","Reg, P-F, Aud","DSNL(if taken with GEOL110) or DSNS","0103","Tracey Centorbi","20","9","0","TuTh 12:30pm-1:45pm","","","M 5:00pm-5:50pm","","","","SYM 0200","","","SYM 0209","","","","","1","0","0","1","0","0","0","1","0","0","","","","","GEOL100 or GEOL120","","","","A review of geologic factors underlying many environmental problems and the interactions between population and physical environment: geologic hazards, land-use planning, conservation, mineral resources, waste disposal, land reclamation, and the geologic aspects of health and disease. The course is aimed at lower division students in education and liberal arts, and should be useful to any student concerned with geologic perspectives of environmental problems."
"GEOL120","Environmental Geology","3","3","Reg, P-F, Aud","DSNL(if taken with GEOL110) or DSNS","FC01","Tracey Centorbi","20","11","0","TuTh 4:30pm-5:45pm","","","F 9:00am-9:50am","","","","PHY 2208","","","PHY 4222","","","","","1","0","0","1","0","0","0","1","0","0","Restricted to students in Freshmen Connection.","","","","GEOL100 or GEOL120","","","","A review of geologic factors underlying many environmental problems and the interactions between population and physical environment: geologic hazards, land-use planning, conservation, mineral resources, waste disposal, land reclamation, and the geologic aspects of health and disease. The course is aimed at lower division students in education and liberal arts, and should be useful to any student concerned with geologic perspectives of environmental problems."
"GEOL123","Causes and Consequences of Global Change","3","3","Reg, P-F, Aud","DSNS,SCIS","0201","Jeffrey Henrikson","30","0","11","MW 5:00pm-6:15pm","","","","","","","ESJ 0215","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","AOSC123, GEOG123, or GEOL123","","","AOSC123","Study of the major components of Earth's climate system and climate change history. Discussion of 21st century climate change prediction, mitigation and adaptation efforts."
"GEOL123","Causes and Consequences of Global Change","3","3","Reg, P-F, Aud","DSNS,SCIS","0202","Jeffrey Henrikson","30","0","10","MW 5:00pm-6:15pm","","","","","","","ESJ 0215","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","AOSC123, GEOG123, or GEOL123","","","AOSC123","Study of the major components of Earth's climate system and climate change history. Discussion of 21st century climate change prediction, mitigation and adaptation efforts."
"GEOL124","Evolution of Life and Environment on Planet Earth","3","3","Reg, P-F, Aud","DSNS,SCIS","0101","Alan Kaufman","20","16","0","TuTh 9:30am-10:45am","","","W 2:00pm-2:50pm","","","","TWS 1310","","","SYM 0209","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An exploration of how life has shaped Earth's physical environments, both in the contemporary Earth and over the long course of Earth history. Topics range from evidence for the origin and diversification of life and its impact on Earth environments to the mind-set and methods of the scientists who interpret it, and what those methods tell us about future interactions between life and the environment, both on Earth and in the Solar System."
"GEOL124","Evolution of Life and Environment on Planet Earth","3","3","Reg, P-F, Aud","DSNS,SCIS","0102","Alan Kaufman","20","16","0","TuTh 9:30am-10:45am","","","W 3:00pm-3:50pm","","","","TWS 1310","","","SYM 0209","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An exploration of how life has shaped Earth's physical environments, both in the contemporary Earth and over the long course of Earth history. Topics range from evidence for the origin and diversification of life and its impact on Earth environments to the mind-set and methods of the scientists who interpret it, and what those methods tell us about future interactions between life and the environment, both on Earth and in the Solar System."
"GEOL124","Evolution of Life and Environment on Planet Earth","3","3","Reg, P-F, Aud","DSNS,SCIS","0103","Alan Kaufman","20","16","0","TuTh 9:30am-10:45am","","","W 4:00pm-4:50pm","","","","TWS 1310","","","SYM 0209","","","","","1","0","0","1","0","0","0","1","0","0","","","","","","","","","An exploration of how life has shaped Earth's physical environments, both in the contemporary Earth and over the long course of Earth history. Topics range from evidence for the origin and diversification of life and its impact on Earth environments to the mind-set and methods of the scientists who interpret it, and what those methods tell us about future interactions between life and the environment, both on Earth and in the Solar System."
"GEOL212","Planetary Geology","3","3","Reg, P-F, Aud","DSNS","0101","John Merck","24","0","0","MWF 9:00am-9:50am","","","","","","","SYM 0209","","","","","","","","1","0","0","0","0","0","0","1","0","0","","","","","ASTR330 or GEOL212","","","","An examination of the geologic and geochemical processes at work in the solar system from the perspectives supplied by space age exploration of the planets and other solar system bodies."
"GEOL331","Principles of Paleontology","4","4","Reg, P-F, Aud","","0101","Thomas Holtz","28","0","0","TuTh 9:30am-10:45am","","","","","Th 2:00pm-5:00pm","","SYM 0209","","","","","GEO 2107","","","1","0","0","0","0","1","0","1","0","0","","GEOL102; or (BSCI207 or BSCI392); or permission of CMNS-Geology department","","Permission of instructor is required of non-degree seeking students","GEOL331 or BSCI333","","","BSCI333","A review of the theory, principles, and applications of Paleontology. A systematic overview of the morphology, evolution, and relationships of the major fossil-producing taxa."
"GEOL341","Structural Geology","4","4","Reg, P-F, Aud","","0101","Mong-Han Huang","20","6","0","TuTh 12:30pm-1:45pm","","","","","M 3:00pm-5:50pm","","SYM 0209","","","","","GEO 2107","","","1","0","0","0","0","1","0","1","0","0","","GEOL102; or permission of CMNS-Geology department","","Permission of instructor is required of non-degree seeking students","","","","","Study of the deformation of Earth's lithosphere, especially stress, rheology, strain, and the origin and significance of structural features. Development of 3-dimensional thinking through drafting and drawing of structures, construction of geologic maps and cross-sections, and stereographic and orthographic representation of structures. Improvement of scientific writing. Two weekend field trips."
"GEOL342","Sedimentation and Stratigraphy","4","4","Reg, P-F, Aud","","0101","Cecilia Sanders","15","8","0","TuTh 3:30pm-4:45pm","","","","","F 2:00pm-5:00pm","","WDS 1127","","","","","GEO 2106","","","1","0","0","0","0","1","0","1","0","0","","GEOL322","","Permission of instructor is required of non-degree-seeking students","","","","","Description, origin, and distribution of sediments and sedimentary rocks."
"GEOL351","Statistics for Geoscientists","3","3","Reg, P-F, Aud","","0101","Michael Evans","20","8","0","M 10:00am-12:50pm","","","","","","","PLS 1121","","","","","","","","1","0","0","0","0","0","0","1","0","0","","MATH115","","Non-degree-seeking students require the permission of the instructor","","","","","Practical approach to basic statistics applied in the geosciences. Experimental design, elementary statistics and probability, sequence analysis, spatial analysis, linear regression, nonparametric statistics, bivariate, multivariate and principal components analysis of variance, hypothesis testing. Problem sets and participatory discussion of statistical applications in the current literature."
"GEOL375","Introduction to the Blue Ocean","3","3","Reg, P-F, Aud","DSNS","0101","James Carton","60","0","0","MF 10:00am-10:50am","W 10:00am-10:50am","","","","","","ATL 2400","ESJ 2309","","","","","","","1","1","0","0","0","0","0","1","0","0","","","","","AOSC375 or GEOL375","","MATH120, MATH121, MATH141, PHYS161, or PHYS171","AOSC375","The global ocean is a major component of the Earth System that shapes life on earth, including our weather and climate.  We explore the observation-based interdisciplinary science of oceanography, identifying its strong connections to related sciences like meteorology, and geography.  We apply this developing understanding to environmental issues such as  marine pollution, fish and fisheries, as well as to climate variability and to the changes to the marine environment that are resulting from  steadily rising levels of atmospheric greenhouse gasses.  Focusses  include the biogeochemical and physical changes we can observe in the  nearby Chesapeake Bay and the coastal waters of Eastern Shore,  Maryland."
"GEOL375","Introduction to the Blue Ocean","3","3","Reg, P-F, Aud","DSNS","0201","James Carton","30","0","7","ONLINE","","","","","","","ONLINE","","","","","","","ONLINE","1","0","0","0","0","0","0","0","0","1","","","","","AOSC375 or GEOL375","","MATH120, MATH121, MATH141, PHYS161, or PHYS171","AOSC375","The global ocean is a major component of the Earth System that shapes life on earth, including our weather and climate.  We explore the observation-based interdisciplinary science of oceanography, identifying its strong connections to related sciences like meteorology, and geography.  We apply this developing understanding to environmental issues such as  marine pollution, fish and fisheries, as well as to climate variability and to the changes to the marine environment that are resulting from  steadily rising levels of atmospheric greenhouse gasses.  Focusses  include the biogeochemical and physical changes we can observe in the  nearby Chesapeake Bay and the coastal waters of Eastern Shore,  Maryland."
"GEOL386","Experiential Learning","3","6","Reg, P-F","","0301","Ricardo Arevalo","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","0501","Richard Walker","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","0601","Laurent Montesi","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","0701","Karen Prestegaard","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","0801","Ann Wylie","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","0901","Sarah Penniston-Dorland","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1101","Michael Brown","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1201","Alan Kaufman","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1301","Philip Piccoli","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1401","William McDonough","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1501","Wenlu Zhu","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1601","Igor Puchtel","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1701","James Farquhar","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1801","Thomas Holtz","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","1901","Michael Evans","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2002","John Merck","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2003","Sujay Kaushal","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2004","Vedran Lekic","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2006","Nicholas Schmerr","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2007","Richard Ash","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2008","Mong-Han Huang","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2009","Megan Newcombe","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2010","Daniel Lathrop","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2011","Cedric Magen","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL386","Experiential Learning","3","6","Reg, P-F","","2012","Mengqiang Zhu","25","25","0","Contact department or instructor for details.","","","","","","","","","","","","","","Contact department or instructor for details.","1","0","0","0","0","0","0","1","0","0","","Permission of CMNS-Geology department","","Junior standing or higher","","","","",""
"GEOL393","Geology Senior Thesis I: Proposal","3","3","Reg, P-F, Aud","","0101","Philip Piccoli","15","5","0","W 4:00pm-6:00pm","","","Contact department or instructor for details.","","","","WDS 1127","","","","","","","Contact department or instructor for details.","1","0","0","1","0","0","0","1","0","0","","PHYS141 or PHYS161; and MATH141; and (CHEM131 or CHEM135) and (CHEM132 or CHEM136); and must have completed at least two upper-level geology courses and be concurrently enrolled in a third","","Junior standing or higher; and must be in Geology program","","","","","The first semester of the two-semester Geology Senior Thesis. Emphasis is on developing a plan for original research in the geosciences and presenting that plan both in writing and in public presentations that adhere to geosciences professional standards."
"GEOL423","Optical Mineralogy","4","4","Reg, P-F, Aud","","0101","Sarah Penniston-Dorland","12","3","0","MWF 9:00am-9:50am","","","","","W 10:00am-1:00pm","","CHE 2116","","","","","GEO 2117","","","1","0","0","0","0","1","0","1","0","0","","GEOL322","","Non-degree-seeking students require the permission of the instructor","","","","","The optical behavior of crystals with emphasis on the theory and application of the petrographic microscope."
"GEOL444","Low Temperature Geochemistry","4","4","Reg, P-F, Aud","","0101","Mengqiang Zhu","18","9","0","M 1:00pm-2:50pm","W 1:00pm-1:50pm","","","","M 3:00pm-5:45pm","","SYM 0209","SYM 0209","","","","ESJ 1324","","","1","1","0","0","0","1","0","1","0","0","","MATH115 and GEOL322","","Non-degree-seeking students require the permission of the instructor","","","","","Basic chemical principles, thermodynamics, and kinetics of low-temperature inorganic and organic geochemical reactions in a wide range of surface environments. These geochemical tools will be used to provide a context for understanding elemental cycling and climate change. Laboratories will include problem sets as well as wet chemical and mass spectrometric techniques used in low temperature geochemistry."
"GEOL446","Geophysics","3","3","Reg, P-F, Aud","","0101","Wenlu Zhu","23","14","0","TuTh 11:00am-12:15pm","","","","","","","PLS 1129","","","","","","","","1","0","0","0","0","0","0","1","0","0","","1 course from (PHYS141, PHYS161, PHYS171); and MATH141; and (GEOL100 or GEOL120)","","Non-degree-seeking students require the permission of the instructor","","","","","An introduction to modern geophysics. Topics include: global plate tectonics, plate motion, triple junctions, geomagnetism, earthquakes and faulting, reflection and refraction seismology, gravity and isostasy, heat flow and mantle dynamics, deep interior of the Earth, geophysical observations and measurements."
